name,surface_class,orient_class,surface_voxels,surface_fraction,hf_energy,hf_energy_norm,dynamic_range,intensity_p50,n_samples,polarity,oriented,search_radius,noise_sigma,global_peak_offset,global_peak_offset_raw,global_peak_ci95,global_peak_ci95_width,global_offset_reliable,noise_estimate_failed,global_profile_contrast,global_profile_snr,n_cells,n_cells_considered,cell_frac_unresolved,cell_frac_low_snr,cell_size,neighbour_ridge_pos,neighbour_ridge_neg,winding_spacing,dominant_ridge_at,recommended_radius,cell_offset_median,cell_offset_mean,cell_abs_offset_median,cell_abs_offset_p90,cell_frac_ge_1vx,cell_frac_ge_2vx,cell_offset_worst,cell_snr_median,cell_voxels_median,naive_mean_signed_offset,naive_median_abs_offset,naive_frac_offset_ge_1vx,naive_median_prominence_snr,naive_frac_flat_support,overlay_png,drift_png
s1_z1344_y2688_x4800,1,,760607,0.14947720798168715,9.058601379394531,0.06204521656036377,146.0,119.0,29958,bright,False,16.0,5.298531532287598,6.543252944946289,6.543252944946289,"[6.465163803100586, 6.629646492004395]",0.16448268890380913,True,False,47.198463439941406,8.907838549667714,27,27,0.0,0.0,64,32.5,-27.5,27.5,7.0,16.0,6.1097259521484375,6.280997664840133,6.1097259521484375,9.561512374877932,1.0,0.9629629629629629,11.027183532714844,337.5977917538644,954.0,1.1711297489553718,2.9917651433497667,0.8389305816135084,12.788175582885742,0.082725,,
s1_z1344_y2688_x4992,1,,591499,0.11624349900008804,9.954779624938965,0.05754207819700241,173.0,104.0,30051,bright,False,16.0,5.504318714141846,8.539411544799805,8.539411544799805,"[8.41384015083313, 8.6599627494812]",0.2461225986480713,True,False,48.216217041015625,8.759706613124928,24,27,0.1111111111111111,0.0,64,,-28.5,28.5,9.5,16.0,7.024284362792969,6.2484802802403765,7.428957939147949,12.496917152404786,1.0,0.9166666666666666,15.288999557495117,393.89334999820005,1114.5,1.0338421795659105,2.778931699693203,0.8141428919775664,12.507291793823242,0.1302,/workspace/findings/d059_align/overlays/s1_z1344_y2688_x4992_overlay.png,/workspace/findings/d059_align/overlays/s1_z1344_y2688_x4992_drift.png
s1_z1536_y1728_x4032,1,,919273,0.1806588177770511,11.083995819091797,0.0671757310628891,165.0,121.0,27299,bright,False,15.4,6.382842063903809,4.886882781982422,4.886882781982422,"[4.793648910522461, 4.988252210617065]",0.19460330009460414,True,False,38.560943603515625,6.041343842985733,27,27,0.0,0.0,64,23.0,-22.0,22.0,5.5,15.4,4.944955825805664,4.658476617601183,4.944955825805664,7.336403274536133,0.9259259259259259,0.8888888888888888,8.364616394042969,227.1955162613236,999.0,-1.251693025726904,2.6340824738144875,0.8080783938814532,10.8158540725708,0.08545,,
s1_z1536_y1728_x4224,1,,985430,0.19366022803023633,11.527427673339844,0.06624958664178848,174.0,132.0,32334,bright,False,10.65,6.541037082672119,3.057027816772461,3.057027816772461,"[2.977204704284668, 3.1448229789733886]",0.1676182746887207,True,False,33.291839599609375,5.08968825261714,27,27,0.0,0.0,64,20.0,-17.0,17.0,3.0,10.65,2.3979263305664062,2.5726524282384804,2.445493698120117,6.116979598999024,0.8518518518518519,0.7037037037037037,-9.027888298034668,204.2975074468737,1181.0,-1.0568256013566937,2.4524247497320175,0.7861327400815721,10.211682319641113,0.092775,,
s1_z1536_y1728_x4416,1,,1027165,0.2018621394971512,11.635483741760254,0.06536788493394852,178.0,129.0,33090,bright,False,10.375,6.518708229064941,2.125391960144043,2.125391960144043,"[2.0528140544891356, 2.1970163106918337]",0.1442022562026981,True,False,31.788734436035156,4.876538927497758,26,27,0.037037037037037035,0.0,64,18.0,-17.5,17.5,2.5,10.375,2.044353485107422,2.5680390688089223,2.185962200164795,6.109532356262207,0.8076923076923077,0.5384615384615384,8.88493537902832,187.0584673314247,1304.5,-0.5861588872699344,2.2754514534026384,0.7667919890101945,10.870387077331543,0.0911,,
s1_z1536_y1920_x3456,1,,1423712,0.2797929742035293,12.947161674499512,0.07314780354499817,177.0,141.0,33713,bright,False,9.025,7.028273105621338,2.455355644226074,2.455355644226074,"[2.3981706380844114, 2.5044575452804567]",0.10628690719604528,True,False,33.00630187988281,4.696217887930932,27,27,0.0,0.0,64,14.5,-15.0,14.5,2.5,9.025,2.8165225982666016,2.656164805094401,2.8165225982666016,3.9945093154907227,0.9629629629629629,0.7407407407407407,4.914068222045898,182.657450209354,1181.0,1.0387182101665557,2.285380493849516,0.7695340873715887,9.789915084838867,0.098075,,
s1_z1536_y1920_x4416,1,,819318,0.16101530368395237,13.996132850646973,0.06860849261283875,204.0,106.0,30616,bright,False,13.05,7.230499744415283,3.9650888442993164,3.9650888442993164,"[3.9030600070953367, 4.017676210403442]",0.11461620330810529,True,False,54.87488555908203,7.589362768661526,26,26,0.0,0.0,64,22.0,-19.0,19.0,4.5,13.05,3.7899723052978516,3.6546468001145582,3.7899723052978516,5.47456169128418,0.8846153846153846,0.8846153846153846,5.606955528259277,306.61916631039696,1143.5,1.527010118538622,2.6721270754933357,0.817370007535795,14.19895076751709,0.060775,,
s1_z1536_y1920_x4608,1,,834133,0.16392680047039884,13.720582962036133,0.06441587954759598,213.0,104.0,32669,bright,False,8.475000000000001,7.148065567016602,3.038785934448242,3.038785934448242,"[2.985128569602966, 3.092952752113342]",0.10782418251037607,True,False,68.78450012207031,9.622813260060651,26,27,0.037037037037037035,0.0,64,18.5,-15.5,15.5,1.5,8.475000000000001,2.803770065307617,3.0266067064725437,2.803770065307617,4.391883850097656,0.9615384615384616,0.8076923076923077,7.115145683288574,390.4992828854946,1156.5,0.804249466992757,2.335973545908928,0.7700047915668423,15.48691177368164,0.048175,,
s1_z1536_y2112_x3072,1,,1268884,0.2493656218949275,13.072491645812988,0.0714343786239624,183.0,126.0,33952,bright,False,8.75,6.768570423126221,2.20404052734375,2.20404052734375,"[2.159644675254822, 2.2489950180053713]",0.08935034275054932,True,False,45.199798583984375,6.677894408773515,27,27,0.0,0.0,64,15.0,-15.0,15.0,2.0,8.75,2.338376998901367,2.36918866192853,2.338376998901367,3.5036237716674807,0.9259259259259259,0.5925925925925926,4.339107513427734,251.4262813620653,1230.0,-1.1642338284303257,2.246933951624669,0.7640163440284011,13.211423873901367,0.056475,,
s1_z1536_y2112_x4608,1,,715483,0.14060927811387677,13.495512008666992,0.06426434218883514,210.0,99.0,30193,bright,False,16.0,6.994689464569092,4.330793380737305,4.330793380737305,"[4.283714723587036, 4.385250902175903]",0.10153617858886665,True,False,77.67738342285156,11.105193992716714,27,27,0.0,0.0,64,27.0,-27.0,27.0,4.5,16.0,4.312894821166992,3.9743451012505426,4.312894821166992,5.9766975402832045,0.9259259259259259,0.8888888888888888,6.678043365478516,386.01030536075723,961.0,-1.9211058201043947,2.855723861604929,0.8380142705328678,16.889724731445312,0.043775,,
s1_z1536_y2112_x4800,1,,860332,0.16907552165218157,13.067184448242188,0.06501086801290512,201.0,106.0,32482,bright,False,11.450000000000001,6.91669225692749,1.9242258071899414,1.9242258071899414,"[1.8818864345550537, 1.9691983938217164]",0.08731195926666269,True,False,66.33858489990234,9.591085223353721,26,27,0.037037037037037035,0.0,64,21.0,-22.0,21.0,2.0,11.450000000000001,1.8266429901123047,2.7334314493032603,1.8266429901123047,5.492459297180176,0.8461538461538461,0.46153846153846156,9.975234031677246,374.9514553015123,1091.5,1.0122374995461745,2.11919204890728,0.744797621769952,15.39572525024414,0.0434,,
s1_z1536_y2304_x2688,1,,676074,0.13286448048599495,11.62691879272461,0.06087392196059227,191.0,99.0,29061,bright,False,14.25,6.128608703613281,3.4854068756103516,3.4854068756103516,"[3.424418306350708, 3.5584362983703612]",0.13401799201965314,True,False,71.80007934570312,11.715559406390478,27,27,0.0,0.0,64,25.5,-25.0,25.0,3.0,14.25,3.436380386352539,3.8770902774952076,3.436380386352539,6.6793331146240265,0.9259259259259259,0.8518518518518519,7.987184524536133,431.8028958763196,1049.0,-1.7273389462945288,2.5831656083464622,0.8007500468779298,16.827674865722656,0.04815,,
s1_z1536_y2304_x2880,1,,677142,0.13307436766574013,10.866381645202637,0.06036878749728203,180.0,97.0,29507,bright,False,14.15,5.795280456542969,5.475069046020508,5.475069046020508,"[5.415125703811645, 5.530714321136474]",0.11558861732482928,True,False,60.228111267089844,10.392613734351942,27,27,0.0,0.0,64,17.0,-19.0,17.0,6.5,14.15,5.42469596862793,5.558574853120027,5.42469596862793,7.927444458007813,1.0,0.9629629629629629,8.702226638793945,404.9385719194153,920.0,-1.8951035705600658,2.9682110473513603,0.8396037844800782,16.415380477905273,0.075875,,
s1_z1536_y2304_x4608,1,,520713,0.10233238111109713,10.869281768798828,0.05750942602753639,189.0,98.0,30629,bright,False,16.0,6.0360307693481445,4.60658073425293,4.60658073425293,"[4.558102130889893, 4.660796499252319]",0.1026943683624264,True,False,76.17911529541016,12.620730113282217,22,22,0.0,0.0,64,26.0,-28.0,26.0,5.0,16.0,4.9560747146606445,4.493534174832431,4.9560747146606445,7.050317764282228,0.9545454545454546,0.8636363636363636,8.629814147949219,544.5952765839777,1209.0,1.8879715199295959,2.6884681843221188,0.8178056945123556,19.304275512695312,0.03995,,
s1_z1536_y2304_x4800,1,,614879,0.1208382202196033,12.422187805175781,0.05972205847501755,208.0,96.0,28104,bright,False,16.0,6.6378960609436035,5.067958831787109,5.067958831787109,"[5.006939888000488, 5.121545505523682]",0.11460561752319354,True,False,88.2586898803711,13.29618437379159,23,23,0.0,0.0,64,32.0,-31.5,31.5,5.5,16.0,4.221185684204102,4.456048965454102,4.221185684204102,6.805287170410156,0.9565217391304348,0.9130434782608695,7.648988723754883,514.325486601319,1224.0,-0.302183621746863,2.8161021545529366,0.8216629352273604,18.28335952758789,0.0382,,
s1_z1536_y2304_x4992,1,,651067,0.1279500154074484,11.970000267028809,0.06076142191886902,197.0,97.0,27966,bright,False,16.0,6.447412967681885,5.525644302368164,5.525644302368164,"[5.462729740142822, 5.58292441368103]",0.12019467353820801,True,False,70.63199615478516,10.95509105882205,25,25,0.0,0.0,64,23.5,-24.5,23.5,6.0,16.0,5.581628799438477,5.916518325805664,5.581628799438477,7.526932144165039,1.0,1.0,11.621292114257812,410.9386299554115,1171.0,-1.9245060396914102,2.927208710461855,0.8403749893950963,16.82030487060547,0.058825,,
s1_z1536_y2496_x2688,1,,648930,0.1275300445243815,11.772032737731934,0.06363260746002197,185.0,100.0,27317,bright,False,16.0,6.228965759277344,4.0342864990234375,4.0342864990234375,"[3.9581335544586183, 4.099570465087891]",0.14143691062927255,True,False,74.06951141357422,11.891141206428372,26,26,0.0,0.0,64,28.5,-44.5,28.5,4.5,16.0,4.555951118469238,4.787093089177058,4.555951118469238,7.331657409667969,0.9615384615384616,0.9230769230769231,11.799942016601562,385.67796720379016,993.5,-0.5385327074391594,2.648041021078825,0.8036496901919299,16.856719970703125,0.04255,,
s1_z1536_y2496_x2880,1,,704859,0.13852141163671122,10.209269523620605,0.06150162220001221,166.0,100.0,28610,bright,False,16.0,5.731207370758057,6.509916305541992,6.509916305541992,"[6.42554988861084, 6.58100061416626]",0.1554507255554194,True,False,48.97052001953125,8.5445381490452,27,27,0.0,0.0,64,24.5,-33.0,24.5,7.0,16.0,5.825313568115234,5.675109192177102,5.825313568115234,9.226379013061523,0.9629629629629629,0.8888888888888888,9.510683059692383,346.9266020247075,1093.0,1.0058268442673748,2.9206422828137875,0.832914104713993,13.451176643371582,0.105875,,
s1_z1536_y2496_x4608,1,,778695,0.15303192643415045,10.532011985778809,0.06383037567138672,165.0,107.0,28680,bright,False,16.0,5.961359024047852,6.560466766357422,6.560466766357422,"[6.504156112670898, 6.6140796661376955]",0.10992355346679705,True,False,48.76441192626953,8.180083053135386,25,25,0.0,0.0,64,30.5,-29.0,29.0,7.0,16.0,6.412773132324219,6.712073593139649,6.412773132324219,8.182502746582031,1.0,1.0,9.639261245727539,340.73848286539123,985.0,0.418496479402129,3.4036181643605232,0.877180877279448,11.480831146240234,0.1119,,
s1_z1536_y2496_x4800,1,,619355,0.12171785974819826,11.174351692199707,0.06173675134778023,181.0,100.0,29427,bright,False,16.0,6.181008338928223,5.55137825012207,5.55137825012207,"[5.483908319473267, 5.630701875686645]",0.1467935562133782,True,False,70.54015350341797,11.41240225468609,27,27,0.0,0.0,64,,-25.5,25.5,6.0,16.0,5.220676422119141,5.390923394097222,5.220676422119141,7.7979988098144535,1.0,1.0,8.97797966003418,418.85208885341126,858.0,1.868221331387487,2.8650233410298824,0.8285633893399791,15.783899307250977,0.07245,,
s1_z1536_y2496_x4992,1,,539472,0.10601896688341907,11.839380264282227,0.06134393811225891,193.0,97.0,29042,bright,False,16.0,6.487964153289795,7.313100814819336,7.313100814819336,"[7.213050842285156, 7.435391521453857]",0.22234067916870082,True,False,77.92399597167969,12.010546626119606,27,27,0.0,0.0,64,30.5,-30.5,30.5,7.5,16.0,5.99885368347168,5.959832650643808,5.99885368347168,9.761888885498047,0.9259259259259259,0.8888888888888888,10.571416854858398,425.2727807762623,979.0,1.6698904925709257,2.5741160809993744,0.8044327480570748,16.639781951904297,0.06325,,
s1_z1536_y2688_x2880,1,,705161,0.13858076175682643,10.041183471679688,0.06275739520788193,160.0,107.0,27470,bright,False,16.0,5.832058906555176,2.350645065307617,2.350645065307617,"[2.297584056854248, 2.3979476928710937]",0.10036363601684561,True,False,64.13094329833984,10.996278385709942,26,26,0.0,0.0,64,,-33.5,33.5,2.5,16.0,2.546283721923828,4.066948854006254,2.546283721923828,8.63041877746582,0.9230769230769231,0.7692307692307693,13.613737106323242,378.75730897148276,993.0,0.8935307988039028,2.190087277442217,0.7598829693134653,14.430273056030273,0.047325,,
s1_z1536_y2688_x3072,1,,861454,0.16929602110505992,10.74268627166748,0.06590604782104492,163.0,120.0,30250,bright,False,12.675,6.11444091796875,2.457749366760254,2.457749366760254,"[2.40855188369751, 2.510824966430664]",0.10227308273315394,True,False,53.95417022705078,8.824056189420936,27,27,0.0,0.0,64,32.5,-21.5,21.5,3.0,12.675,2.3311986923217773,2.5192640445850514,2.3311986923217773,4.01240634918213,0.9629629629629629,0.6666666666666666,4.7474565505981445,305.0706988769519,1069.0,1.3992725992726922,2.287429913878441,0.7679874695904289,13.308680534362793,0.04145,,
s1_z1536_y2688_x3840,1,,986776,0.19392474876425975,10.579263687133789,0.06781579554080963,156.0,136.0,31330,bright,False,12.775,6.101495265960693,2.8745269775390625,2.8745269775390625,"[2.817352628707886, 2.929692196846008]",0.11233956813812229,True,False,37.63770294189453,6.168603154028408,27,27,0.0,0.0,64,28.5,-19.5,19.5,4.0,12.775,2.472574234008789,2.692030765392162,2.472574234008789,4.493442535400391,0.9259259259259259,0.6666666666666666,7.890283584594727,268.3742297281883,1128.0,0.2635886584649507,2.3909909650683403,0.7787142160618513,10.2862548828125,0.0839,,
s1_z1536_y2688_x4032,1,,1027105,0.20185034808255878,10.662495613098145,0.06923698633909225,154.0,133.0,31238,bright,False,11.950000000000001,6.181635856628418,2.7797327041625977,2.7797327041625977,"[2.712682318687439, 2.828024911880493]",0.11534259319305384,True,False,36.66375732421875,5.93107684997412,27,27,0.0,0.0,64,21.0,-21.0,21.0,2.5,11.950000000000001,2.6033573150634766,2.725167910257975,2.6033573150634766,4.7386968612670906,0.9259259259259259,0.7407407407407407,6.467150688171387,242.68333123211562,1080.0,1.1050205245116003,2.463946472853422,0.7848725390775256,10.345224380493164,0.08625,,
s1_z1536_y2688_x4224,1,,1203259,0.23646876218446175,10.804965019226074,0.07016211003065109,154.0,137.0,33696,bright,False,8.7,6.259073734283447,2.3799257278442383,2.3799257278442383,"[2.305327868461609, 2.4514448165893556]",0.14611694812774667,True,False,21.53972625732422,3.441360043314801,26,27,0.037037037037037035,0.0,64,17.0,-16.0,16.0,1.5,8.7,2.048422336578369,2.0230511885422926,2.2753524780273438,4.981202125549316,0.8076923076923077,0.5384615384615384,-6.40755558013916,158.26834437488685,1103.5,-0.7230799612102189,2.3710844442248344,0.7737752161383286,8.737850189208984,0.110325,,
s1_z1536_y2688_x4416,1,,1189888,0.23384104544253964,10.207690238952637,0.06671693176031113,153.0,140.0,32918,bright,False,9.475000000000001,6.008312225341797,3.1376047134399414,3.1376047134399414,"[3.0547707319259643, 3.2122826099395754]",0.1575118780136111,True,False,24.38623046875,4.058748872253012,27,27,0.0,0.0,64,21.5,-15.5,15.5,2.5,9.475000000000001,2.8918542861938477,3.1880565572668007,2.8918542861938477,5.909239768981935,0.8518518518518519,0.6666666666666666,8.215147018432617,193.97230391293803,1132.0,0.8557319367510379,2.4928279700689018,0.7918235205541334,8.442941665649414,0.126375,,
s1_z1728_y1728_x3648,1,,1325287,0.2604501411825374,11.71277904510498,0.06889870017766953,170.0,143.0,33535,bright,False,8.8,6.7425312995910645,2.4448986053466797,2.4448986053466797,"[2.37054238319397, 2.5163854598999023]",0.14584307670593244,True,False,20.910263061523438,3.101248200774633,27,27,0.0,0.0,64,16.0,-14.0,14.0,2.5,8.8,1.8084897994995117,1.7522362426475242,1.9790172576904297,4.23215732574463,0.7037037037037037,0.48148148148148145,6.52723503112793,133.34289742805817,1203.0,0.6972296563101238,2.3473593778908253,0.7677222545031959,8.383148193359375,0.12845,,
s1_z1728_y1728_x3840,1,,971970,0.19101502069000215,11.211116790771484,0.06713243573904037,167.0,129.0,32872,bright,False,9.475000000000001,6.4211649894714355,1.9564075469970703,1.9564075469970703,"[1.8800750970840454, 2.0318909168243406]",0.15181581974029523,True,False,30.920249938964844,4.815364500003304,25,27,0.07407407407407407,0.0,64,15.5,-17.5,15.5,2.5,9.475000000000001,2.030308723449707,2.0556884765625,2.030308723449707,3.6467624664306646,0.8,0.52,5.362236022949219,195.60328825602184,1282.0,0.3219982698616136,2.315052680671215,0.7739556021674533,11.285381317138672,0.07125,,
s1_z1728_y1728_x4032,1,,909770,0.17879125422918737,11.044528007507324,0.06734468042850494,164.0,121.0,31357,bright,False,11.2,6.359156131744385,3.56209659576416,3.56209659576416,"[3.4903166770935057, 3.633927059173584]",0.14361038208007848,True,False,39.43982696533203,6.202053566266702,27,27,0.0,0.0,64,16.0,-26.5,16.0,4.0,11.2,3.525503158569336,3.2185047644155995,3.525503158569336,5.01899471282959,0.9629629629629629,0.7777777777777778,6.4915056228637695,217.6396315064441,1081.0,-0.11361254204608552,2.494323030114174,0.7904551544338632,10.999763488769531,0.0772,,
s1_z1728_y1728_x4224,1,,951514,0.1869949344082911,11.402948379516602,0.06668391078710556,171.0,131.0,31954,bright,False,11.725,6.480340480804443,2.6366567611694336,2.6366567611694336,"[2.570678687095642, 2.693740439414978]",0.12306175231933603,True,False,44.165672302246094,6.81533206983031,26,27,0.037037037037037035,0.0,64,22.0,-20.5,20.5,2.5,11.725,2.4372291564941406,2.7055127437298117,2.4372291564941406,4.72471809387207,0.8846153846153846,0.6923076923076923,6.610542297363281,244.88050543811843,1260.5,-0.980483720681507,2.32993995398283,0.769222779989614,11.45565128326416,0.073375,,
s1_z1728_y1728_x4416,1,,1082120,0.21266209264593056,12.058070182800293,0.06625313311815262,182.0,133.0,31779,bright,False,11.325000000000001,6.677445888519287,2.175426483154297,2.175426483154297,"[2.1016390562057494, 2.256658101081848]",0.15501904487609863,True,False,31.11725616455078,4.660053661842699,27,27,0.0,0.0,64,29.0,-18.5,18.5,3.0,11.325000000000001,2.083704948425293,2.280736834914596,2.3765220642089844,6.812928962707526,0.7407407407407407,0.5925925925925926,10.083884239196777,201.98460556853288,1152.0,0.5098147950171921,2.3870422765612602,0.7752469113305879,10.741374969482422,0.08975,,
